temp;pwm;time(s)
30.00;6;300.00
29.90;6;301.00
30.00;6;302.00
30.00;6;303.00
29.90;6;304.00
30.00;6;305.00
29.90;6;306.00
29.90;6;307.00
30.00;6;308.00
29.90;6;309.00
30.00;6;310.00
29.90;6;311.00
30.00;6;312.00
30.00;6;313.00
29.90;6;314.01
29.90;6;315.00
29.90;6;316.01
29.90;6;317.00
30.00;6;318.01
29.90;6;319.00
29.90;6;320.01
29.90;6;321.00
29.90;6;322.01
29.90;6;323.00
29.90;6;324.01
29.90;6;325.00
29.90;6;326.01
29.90;6;327.00
29.90;6;328.01
29.90;6;329.00
29.90;6;330.01
29.90;6;331.00
29.90;6;332.01
29.90;6;333.00
29.90;6;334.01
29.90;6;335.00
29.90;6;336.01
29.90;6;337.00
29.90;6;338.01
29.90;6;339.00
29.90;6;340.01
29.90;6;341.00
29.90;6;342.01
29.90;6;343.00
29.90;6;344.01
29.90;6;345.00
29.90;6;346.01
29.90;6;347.00
29.90;6;348.01
29.90;6;349.00
29.80;6;350.01
29.80;6;351.00
29.90;6;352.01
29.90;6;353.00
29.80;6;354.01
29.80;6;355.00
29.80;6;356.01
29.80;6;357.00
29.80;6;358.01
29.80;6;359.00
29.80;7;360.01
29.80;7;361.00
29.90;7;362.01
29.80;7;363.00
29.80;7;364.01
29.80;7;365.00
29.80;7;366.01
29.80;7;367.00
29.80;7;368.01
29.80;7;369.00
29.80;7;370.01
29.80;7;371.00
29.80;7;372.01
29.80;7;373.00
29.80;7;374.02
29.80;7;375.00
29.80;7;376.02
29.80;7;377.00
29.90;7;378.02
29.80;7;379.00
29.80;7;380.02
29.80;7;381.00
29.80;7;382.02
29.80;7;383.00
29.80;7;384.02
29.80;7;385.00
29.80;7;386.02
29.80;7;387.00
29.80;7;388.02
29.80;7;389.00
29.80;7;390.02
29.80;7;391.00
29.80;7;392.02
29.80;7;393.00
29.80;7;394.02
29.80;7;395.00
29.80;7;396.02
29.80;7;397.00
29.80;7;398.02
29.80;7;399.00
29.80;7;400.02
29.80;7;401.00
29.80;7;402.02
29.80;7;403.00
29.80;7;404.02
29.80;7;405.00
29.80;7;406.02
29.80;7;407.00
29.80;7;408.02
29.80;7;409.00
29.80;7;410.02
29.80;7;411.00
29.80;7;412.02
29.80;7;413.00
29.80;7;414.02
29.80;7;415.00
29.80;7;416.02
29.80;7;417.00
29.80;7;418.02
29.80;7;419.00
29.80;8;420.02
29.80;8;421.00
29.80;8;422.02
29.80;8;423.00
29.80;8;424.02
29.80;8;425.00
29.80;8;426.02
29.80;8;427.00
29.80;8;428.02
29.80;8;429.00
29.80;8;430.02
29.80;8;431.00
29.80;8;432.02
29.80;8;433.00
29.80;8;434.02
29.80;8;435.00
29.80;8;436.03
29.80;8;437.00
29.80;8;438.03
29.80;8;439.00
29.80;8;440.03
