apagar;temp;pwm;time(s)
16:31:28.577;30.30;19;1138.00
16:31:29.566;30.30;19;1139.00
16:31:30.575;30.20;20;1140.00
16:31:31.595;30.20;20;1141.00
16:31:32.583;30.30;20;1142.00
16:31:33.557;30.30;20;1143.00
16:31:34.589;30.20;20;1144.00
16:31:35.563;30.20;20;1145.00
16:31:36.581;30.30;20;1146.00
16:31:37.589;30.30;20;1147.00
16:31:38.597;30.20;20;1148.00
16:31:39.588;30.20;20;1149.00
16:31:40.607;30.30;20;1150.00
16:31:41.594;30.30;20;1151.00
16:31:42.613;30.30;20;1152.00
16:31:43.602;30.30;20;1153.00
16:31:44.575;30.20;20;1154.00
16:31:45.570;30.20;20;1155.00
16:31:46.590;30.20;20;1156.00
16:31:47.572;30.20;20;1157.00
16:31:48.589;30.30;20;1158.00
16:31:49.612;30.30;20;1159.00
16:31:50.623;30.30;20;1160.00
16:31:51.609;30.30;20;1161.00
16:31:52.583;30.20;20;1162.00
16:31:53.618;30.20;20;1163.00
16:31:54.605;30.20;20;1164.00
16:31:55.594;30.20;20;1165.00
16:31:56.628;30.20;20;1166.00
16:31:57.600;30.20;20;1167.00
16:31:58.605;30.20;20;1168.00
16:31:59.610;30.20;20;1169.00
16:32:00.592;30.30;20;1170.00
16:32:01.615;30.30;20;1171.00
16:32:02.635;30.20;20;1172.00
16:32:03.628;30.20;20;1173.00
16:32:04.602;30.30;20;1174.00
16:32:05.595;30.30;20;1175.00
16:32:06.616;30.20;20;1176.00
16:32:07.598;30.20;20;1177.00
16:32:08.620;30.20;20;1178.00
16:32:09.627;30.20;20;1179.00
16:32:10.641;30.30;20;1180.00
16:32:11.613;30.30;20;1181.00
16:32:12.649;30.20;20;1182.00
16:32:13.623;30.20;20;1183.00
16:32:14.610;30.30;20;1184.00
16:32:15.619;30.30;20;1185.00
16:32:16.624;30.20;20;1186.00
16:32:17.646;30.20;20;1187.00
16:32:18.616;30.20;20;1188.00
16:32:19.654;30.20;20;1189.00
16:32:20.624;30.20;20;1190.00
16:32:21.618;30.20;20;1191.00
16:32:22.636;30.20;20;1192.00
16:32:23.654;30.20;20;1193.00
16:32:24.624;30.20;20;1194.00
16:32:25.636;30.20;20;1195.00
16:32:26.654;30.20;20;1196.00
16:32:27.627;30.20;20;1197.00
16:32:28.663;30.30;20;1198.00
16:32:29.631;30.30;20;1199.00
16:32:30.633;30.20;21;1200.00
16:32:31.656;30.20;21;1201.00
16:32:32.630;30.20;21;1202.00
16:32:33.649;30.20;21;1203.00
16:32:34.670;30.20;21;1204.00
16:32:35.649;30.20;21;1205.00
16:32:36.654;30.20;21;1206.00
16:32:37.634;30.20;21;1207.00
16:32:38.642;30.20;21;1208.00
16:32:39.662;30.20;21;1209.00
16:32:40.652;30.20;21;1210.00
16:32:41.673;30.20;21;1211.00
16:32:42.662;30.20;21;1212.00
16:32:43.682;30.20;21;1213.00
16:32:44.670;30.20;21;1214.00
16:32:45.681;30.20;21;1215.00
16:32:46.655;30.20;21;1216.00
16:32:47.645;30.20;21;1217.00
16:32:48.664;30.20;21;1218.00
16:32:49.647;30.20;21;1219.00
16:32:50.661;30.30;21;1220.00
16:32:51.652;30.30;21;1221.00
16:32:52.688;30.20;21;1222.00
16:32:53.661;30.20;21;1223.00
16:32:54.668;30.20;21;1224.00
16:32:55.658;30.20;21;1225.00
16:32:56.705;30.20;21;1226.00
16:32:57.677;30.20;21;1227.00
16:32:58.696;30.20;21;1228.00
16:32:59.705;30.20;21;1229.00
16:33:00.712;30.20;21;1230.00
16:33:01.666;30.20;21;1231.00
16:33:02.681;30.20;21;1232.00
16:33:03.668;30.20;21;1233.00
16:33:04.689;30.20;21;1234.00
16:33:05.698;30.20;21;1235.00
16:33:06.678;30.20;21;1236.00
16:33:07.710;30.20;21;1237.00
16:33:08.685;30.20;21;1238.00
16:33:09.719;30.20;21;1239.00
16:33:10.705;30.20;21;1240.00
16:33:11.693;30.20;21;1241.00
16:33:12.681;30.20;21;1242.00
16:33:13.685;30.20;21;1243.00
16:33:14.708;30.20;21;1244.00
16:33:15.695;30.20;21;1245.00
16:33:16.705;30.30;21;1246.00
16:33:17.710;30.30;21;1247.00
16:33:18.730;30.30;21;1248.00
16:33:19.719;30.30;21;1249.00
16:33:20.703;30.30;21;1250.00
16:33:21.695;30.30;21;1251.00
16:33:22.715;30.20;21;1252.00
16:33:23.704;30.20;21;1253.00
16:33:24.728;30.30;21;1254.00
16:33:25.717;30.30;21;1255.00
16:33:26.726;30.20;21;1256.00
16:33:27.724;30.20;21;1257.00
16:33:28.706;30.30;21;1258.00
16:33:29.740;30.30;21;1259.00
16:33:30.729;30.20;22;1260.00
16:33:31.720;30.20;22;1261.00
16:33:32.728;30.30;22;1262.00
16:33:33.747;30.30;22;1263.00
16:33:34.736;30.20;22;1264.00
16:33:35.707;30.20;22;1265.00
16:33:36.741;30.20;22;1266.00
16:33:37.713;30.20;22;1267.00
16:33:38.734;30.20;22;1268.00
16:33:39.722;30.20;22;1269.00
16:33:40.756;30.30;22;1270.00
16:33:41.729;30.30;22;1271.00
16:33:42.763;30.30;22;1272.00
16:33:43.723;30.30;22;1273.00
16:33:44.748;30.30;22;1274.00
16:33:45.723;30.30;22;1275.00
16:33:46.758;30.20;22;1276.00
16:33:47.754;30.20;22;1277.00
16:33:48.728;30.30;22;1278.00
16:33:49.748;30.30;22;1279.00
16:33:50.733;30.20;22;1280.00
16:33:51.764;30.20;22;1281.00
16:33:52.737;30.20;22;1282.00
16:33:53.746;30.20;22;1283.00
16:33:54.748;30.30;22;1284.00
16:33:55.753;30.30;22;1285.00
16:33:56.741;30.30;22;1286.00
16:33:57.767;30.30;22;1287.00
16:33:58.739;30.30;22;1288.00
16:33:59.770;30.30;22;1289.00
16:34:00.759;30.30;22;1290.00
16:34:01.747;30.30;22;1291.00
16:34:02.754;30.20;22;1292.00
16:34:03.775;30.20;22;1293.00
16:34:04.765;30.30;22;1294.00
16:34:05.786;30.30;22;1295.00
16:34:06.775;30.30;22;1296.00
16:34:07.788;30.30;22;1297.00
16:34:08.794;30.30;22;1298.00
16:34:09.768;30.30;22;1299.00
16:34:10.755;30.20;22;1300.00
16:34:11.774;30.20;22;1301.00
16:34:12.763;30.30;22;1302.00
16:34:13.781;30.30;22;1303.00
16:34:14.771;30.30;22;1304.00
16:34:15.790;30.30;22;1305.00
16:34:16.779;30.30;22;1306.00
16:34:17.785;30.30;22;1307.00
16:34:18.804;30.30;22;1308.00
16:34:19.791;30.30;22;1309.00
16:34:20.779;30.30;22;1310.00
16:34:21.798;30.30;22;1311.00
16:34:22.792;30.30;22;1312.00
16:34:23.784;30.30;22;1313.00
16:34:24.791;30.30;22;1314.00
16:34:25.810;30.30;22;1315.00
16:34:26.796;30.30;22;1316.00
16:34:27.814;30.30;22;1317.00
16:34:28.805;30.30;22;1318.00
16:34:29.778;30.30;22;1319.00
16:34:30.816;30.20;23;1320.00
16:34:31.788;30.20;23;1321.00
16:34:32.783;30.20;23;1322.00
16:34:33.797;30.20;23;1323.00
16:34:34.786;30.30;23;1324.00
16:34:35.815;30.30;23;1325.00
16:34:36.823;30.30;23;1326.00
16:34:37.793;30.30;23;1327.00
16:34:38.828;30.30;23;1328.00
16:34:39.801;30.30;23;1329.00
16:34:40.835;30.30;23;1330.00
16:34:41.807;30.30;23;1331.00
16:34:42.797;30.30;23;1332.00
16:34:43.816;30.30;23;1333.00
16:34:44.806;30.30;23;1334.00
16:34:45.833;30.30;23;1335.00
16:34:46.820;30.30;23;1336.00
16:34:47.810;30.30;23;1337.00
16:34:48.834;30.30;23;1338.00
16:34:49.808;30.30;23;1339.00
16:34:50.823;30.30;23;1340.00
16:34:51.810;30.30;23;1341.00
16:34:52.829;30.30;23;1342.00
16:34:53.827;30.30;23;1343.00
16:34:54.842;30.30;23;1344.00
16:34:55.839;30.30;23;1345.00
16:34:56.815;30.30;23;1346.00
16:34:57.849;30.30;23;1347.00
16:34:58.821;30.30;23;1348.00
16:34:59.812;30.30;23;1349.00
16:35:00.833;30.30;23;1350.00
16:35:01.821;30.30;23;1351.00
16:35:02.821;30.30;23;1352.00
16:35:03.838;30.30;23;1353.00
16:35:04.831;30.30;23;1354.00
16:35:05.819;30.30;23;1355.00
16:35:06.853;30.30;23;1356.00
16:35:07.866;30.30;23;1357.00
16:35:08.832;30.30;23;1358.00
16:35:09.852;30.30;23;1359.00
16:35:10.871;30.30;23;1360.00
16:35:11.860;30.30;23;1361.00
16:35:12.833;30.30;23;1362.00
16:35:13.870;30.30;23;1363.00
16:35:14.837;30.20;23;1364.00
16:35:15.868;30.20;23;1365.00
16:35:16.857;30.30;23;1366.00
16:35:17.878;30.30;23;1367.00
16:35:18.868;30.30;23;1368.00
16:35:19.840;30.30;23;1369.00
16:35:20.875;30.30;23;1370.00
16:35:21.846;30.30;23;1371.00
16:35:22.882;30.30;23;1372.00
16:35:23.856;30.30;23;1373.00
16:35:24.858;30.30;23;1374.00
16:35:25.878;30.30;23;1375.00
16:35:26.868;30.20;23;1376.00
16:35:27.888;30.20;23;1377.00
16:35:28.863;30.40;23;1378.00
16:35:29.882;30.40;23;1379.00
16:35:30.855;30.30;24;1380.00
16:35:31.890;30.30;24;1381.00
16:35:32.896;30.30;24;1382.00
16:35:33.869;30.30;24;1383.00
16:35:34.904;30.30;24;1384.00
16:35:35.881;30.30;24;1385.00
16:35:36.868;30.30;24;1386.00
16:35:37.862;30.30;24;1387.00
16:35:38.905;30.30;24;1388.00
16:35:39.898;30.30;24;1389.00
16:35:40.872;30.30;24;1390.00
16:35:41.878;30.30;24;1391.00
16:35:42.912;30.30;24;1392.00
16:35:43.884;30.30;24;1393.00
16:35:44.871;30.30;24;1394.00
16:35:45.891;30.30;24;1395.00
16:35:46.878;30.30;24;1396.00
16:35:47.896;30.30;24;1397.00
16:35:48.883;30.30;24;1398.00
16:35:49.894;30.30;24;1399.00
16:35:50.922;30.30;24;1400.00
16:35:51.909;30.30;24;1401.00
16:35:52.880;30.40;24;1402.00
16:35:53.915;30.40;24;1403.00
16:35:54.889;30.30;24;1404.00
16:35:55.887;30.30;24;1405.00
16:35:56.907;30.30;24;1406.00
16:35:57.895;30.30;24;1407.00
16:35:58.916;30.30;24;1408.00
16:35:59.925;30.30;24;1409.00
16:36:00.912;30.30;24;1410.00
16:36:01.920;30.30;24;1411.00
16:36:02.938;30.30;24;1412.00
16:36:03.910;30.30;24;1413.00
16:36:04.931;30.40;24;1414.00
16:36:05.913;30.40;24;1415.00
16:36:06.933;30.30;24;1416.00
16:36:07.940;30.30;24;1417.00
16:36:08.902;30.30;24;1418.00
16:36:09.911;30.30;24;1419.00
16:36:10.947;30.30;24;1420.00
16:36:11.920;30.30;24;1421.00
16:36:12.939;30.30;24;1422.00
16:36:13.928;30.30;24;1423.00
16:36:14.948;30.30;24;1424.00
16:36:15.940;30.30;24;1425.00
16:36:16.955;30.30;24;1426.00
16:36:17.952;30.30;24;1427.00
16:36:18.925;30.30;24;1428.00
16:36:19.933;30.30;24;1429.00
16:36:20.920;30.30;24;1430.00
16:36:21.939;30.30;24;1431.00
16:36:22.927;30.30;24;1432.00
16:36:23.949;30.30;24;1433.00
16:36:24.941;30.30;24;1434.00
16:36:25.961;30.30;24;1435.00
16:36:26.959;30.30;24;1436.00
16:36:27.932;30.30;24;1437.00
16:36:28.951;30.30;24;1438.00
16:36:29.928;30.30;24;1439.00
16:36:30.963;30.30;25;1440.00
16:36:31.952;30.30;25;1441.00
16:36:32.957;30.30;25;1442.00
16:36:33.928;30.30;25;1443.00
16:36:34.949;30.30;25;1444.00
16:36:35.940;30.30;25;1445.00
16:36:36.951;30.30;25;1446.00
16:36:37.952;30.30;25;1447.00
16:36:38.946;30.30;25;1448.00
16:36:39.973;30.30;25;1449.00
16:36:40.947;30.30;25;1450.00
16:36:41.966;30.30;25;1451.00
16:36:42.956;30.30;25;1452.00
16:36:43.950;30.30;25;1453.00
16:36:44.973;30.30;25;1454.00
16:36:45.971;30.30;25;1455.00
16:36:46.990;30.30;25;1456.00
16:36:47.979;30.30;25;1457.00
16:36:48.986;30.30;25;1458.00
16:36:49.959;30.30;25;1459.00
16:36:50.982;30.30;25;1460.00
16:36:51.972;30.30;25;1461.00
16:36:52.992;30.30;25;1462.00
16:36:53.981;30.30;25;1463.00
16:36:55.000;30.30;25;1464.00
16:36:55.991;30.30;25;1465.00
16:36:56.965;30.30;25;1466.00
16:36:57.992;30.30;25;1467.00
16:36:58.966;30.30;25;1468.00
16:36:59.972;30.30;25;1469.00
16:37:00.983;30.30;25;1470.00
16:37:02.004;30.30;25;1471.00
16:37:02.991;30.30;25;1472.00
16:37:04.011;30.30;25;1473.00
16:37:04.976;30.30;25;1474.00
16:37:06.013;30.30;25;1475.00
16:37:06.984;30.30;25;1476.00
16:37:07.996;30.30;25;1477.00
16:37:08.976;30.30;25;1478.00
16:37:09.994;30.30;25;1479.00
16:37:10.992;30.30;25;1480.00
16:37:12.010;30.30;25;1481.00
16:37:13.000;30.20;25;1482.00
16:37:14.021;30.20;25;1483.00
16:37:15.011;30.30;25;1484.00
16:37:16.018;30.30;25;1485.00
16:37:16.992;30.20;25;1486.00
16:37:17.988;30.20;25;1487.00
16:37:19.008;30.30;25;1488.00
16:37:19.996;30.30;25;1489.00
16:37:21.003;30.20;25;1490.00
16:37:22.027;30.20;25;1491.00
16:37:23.001;30.30;25;1492.00
16:37:24.038;30.30;25;1493.00
16:37:25.012;30.20;25;1494.00
16:37:26.001;30.20;25;1495.00
16:37:27.021;30.30;25;1496.00
16:37:28.011;30.30;25;1497.00
16:37:29.022;30.20;25;1498.00
16:37:30.037;30.20;25;1499.00
16:37:31.012;30.30;26;1500.00
16:37:32.022;30.30;26;1501.00
16:37:33.036;30.30;26;1502.00
16:37:34.032;30.30;26;1503.00
16:37:35.052;30.30;26;1504.00
16:37:36.015;30.30;26;1505.00
16:37:37.020;30.30;26;1506.00
16:37:38.052;30.30;26;1507.00
16:37:39.029;30.30;26;1508.00
16:37:40.044;30.30;26;1509.00
16:37:41.018;30.30;26;1510.00
