temp;pwm;time(s)
26.90;6;300.00
26.90;6;301.14
26.90;6;302.00
26.90;6;303.12
26.90;6;304.00
26.90;6;305.11
26.90;6;306.24
26.90;6;307.09
26.90;6;308.22
26.90;6;309.07
26.90;6;310.20
26.90;6;311.05
26.90;6;312.19
26.90;6;313.04
26.90;6;314.17
26.90;6;315.02
26.90;6;316.16
26.90;6;317.01
26.90;6;318.15
26.90;6;319.00
26.90;6;320.13
26.90;6;321.00
26.90;6;322.11
26.90;6;323.25
26.90;6;324.10
26.90;6;325.23
26.90;6;326.08
26.90;6;327.21
26.90;6;328.06
26.90;6;329.19
26.90;6;330.04
26.90;6;331.17
26.90;6;332.02
26.90;6;333.16
26.90;6;334.01
26.90;6;335.14
26.90;6;336.00
26.90;6;337.12
26.90;6;338.00
26.90;6;339.11
26.90;6;340.24
26.90;6;341.09
26.90;6;342.22
26.90;6;343.07
26.90;6;344.21
26.90;6;345.06
26.90;6;346.19
26.90;6;347.04
26.90;6;348.18
26.90;6;349.03
26.90;6;350.16
26.90;6;351.01
26.90;6;352.15
26.90;6;353.00
26.90;6;354.13
26.90;6;355.00
26.90;6;356.12
26.90;6;357.25
26.90;6;358.10
26.90;6;359.24
26.90;7;360.09
26.90;7;361.22
26.90;7;362.07
26.90;7;363.20
26.90;7;364.06
26.90;7;365.19
26.90;7;366.04
26.90;7;367.17
26.90;7;368.03
26.90;7;369.16
26.90;7;370.01
26.90;7;371.15
26.90;7;372.00
26.90;7;373.14
26.90;7;374.00
27.00;7;375.12
26.90;7;376.00
26.90;7;377.11
26.90;7;378.24
26.90;7;379.09
26.90;7;380.23
26.90;7;381.08
26.90;7;382.21
26.90;7;383.07
26.90;7;384.20
26.90;7;385.05
26.90;7;386.19
26.90;7;387.04
26.90;7;388.17
26.90;7;389.02
26.90;7;390.16
26.90;7;391.01
26.90;7;392.15
26.90;7;393.00
26.90;7;394.13
26.90;7;395.00
27.00;7;396.11
27.00;7;397.25
26.90;7;398.10
27.00;7;399.23
26.90;7;400.00
26.90;7;401.22
26.90;7;402.07
26.90;7;403.21
26.90;7;404.06
26.90;7;405.19
26.90;7;406.04
26.90;7;407.18
26.90;7;408.03
26.90;7;409.16
27.00;7;410.01
27.00;7;411.15
26.90;7;412.00
26.90;7;413.13
27.00;7;414.00
26.90;7;415.12
26.90;7;416.25
26.90;7;417.10
27.00;7;418.24
26.90;7;419.09
26.90;8;420.22
26.90;8;421.07
26.90;8;422.20
26.90;8;423.05
27.00;8;424.19
26.90;8;425.04
27.00;8;426.17
27.00;8;427.02
26.90;8;428.15
26.90;8;429.00
27.00;8;430.13
27.00;8;431.00
27.00;8;432.12
27.00;8;433.25
26.90;8;434.10
26.90;8;435.23
27.00;8;436.08
27.00;8;437.22
27.00;8;438.06
27.00;8;439.20
27.00;8;440.05
27.00;8;441.18
27.00;8;442.03
27.00;8;443.16
27.00;8;444.01
27.00;8;445.14
27.00;8;446.00
27.00;8;447.12
27.00;8;448.25
27.00;8;449.10
27.00;8;450.24
27.00;8;451.08
27.00;8;452.22
27.00;8;453.07
27.00;8;454.20
27.00;8;455.05
27.00;8;456.18
27.00;8;457.03
27.00;8;458.16
27.00;8;459.01
27.00;8;460.15
27.00;8;461.00
27.00;8;462.13
27.00;8;463.00
27.00;8;464.11
27.00;8;465.25
27.00;8;466.10
27.00;8;467.23
27.00;8;468.08
27.00;8;469.21
27.00;8;470.06
27.00;8;471.19
27.00;8;472.04
27.00;8;473.17
27.00;8;474.02
27.00;8;475.16
27.00;8;476.01
27.00;8;477.14
27.00;8;478.00
27.00;8;479.12
27.00;9;480.25
27.00;9;481.10
27.00;9;482.24
27.00;9;483.09
27.00;9;484.22
27.00;9;485.07
27.00;9;486.20
27.00;9;487.05
27.00;9;488.18
27.00;9;489.03
27.00;9;490.16
27.00;9;491.01
27.00;9;492.14
27.00;9;493.00
27.00;9;494.13
27.00;9;495.00
27.00;9;496.12
27.00;9;497.25
27.00;9;498.10
27.00;9;499.23
27.00;9;500.08
27.00;9;501.22
27.00;9;502.07
27.00;9;503.20
27.00;9;504.05
27.00;9;505.18
27.00;9;506.03
27.00;9;507.16
27.00;9;508.01
27.00;9;509.14
27.00;9;510.00
27.00;9;511.13
27.00;9;512.00
27.00;9;513.11
27.00;9;514.24
27.00;9;515.09
27.00;9;516.23
27.00;9;517.08
27.00;9;518.21
27.00;9;519.06
27.00;9;520.19
27.00;9;521.04
27.00;9;522.17
27.00;9;523.02
27.00;9;524.15
27.00;9;525.01
27.00;9;526.14
27.00;9;527.00
27.00;9;528.12
27.00;9;529.25
27.00;9;530.10
27.00;9;531.23
27.00;9;532.08
27.00;9;533.22
27.00;9;534.07
27.00;9;535.20
27.00;9;536.05
27.00;9;537.18
27.00;9;538.03
27.00;9;539.16
27.00;10;540.01
27.00;10;541.15
27.00;10;542.00
26.90;10;543.13
27.00;10;544.00
27.00;10;545.12
27.00;10;546.25
27.00;10;547.10
26.90;10;548.24
27.00;10;549.09
27.00;10;550.22
27.00;10;551.07
27.00;10;552.20
27.00;10;553.05
27.00;10;554.19
27.00;10;555.03
26.90;10;556.17
26.90;10;557.02
26.90;10;558.15
26.90;10;559.00
27.00;10;560.13
26.90;10;561.00
26.90;10;562.11
27.00;10;563.25
27.00;10;564.10
27.00;10;565.23
26.90;10;566.08
26.90;10;567.22
26.90;10;568.07
26.90;10;569.20
26.90;10;570.05
27.00;10;571.19
26.90;10;572.04
27.00;10;573.17
26.90;10;574.02
26.90;10;575.16
26.90;10;576.01
26.90;10;577.14
26.90;10;578.00
26.90;10;579.13
26.90;10;580.00
27.00;10;581.11
26.90;10;582.25
27.00;10;583.10
27.00;10;584.23
26.90;10;585.09
26.90;10;586.22
27.00;10;587.07
26.90;10;588.21
27.00;10;589.06
27.00;10;590.19
26.90;10;591.04
27.00;10;592.18
27.00;10;593.03
27.00;10;594.16
26.90;10;595.01
26.90;10;596.15
26.90;10;597.00
26.90;10;598.13
26.90;10;599.00
27.00;11;600.12
26.90;11;601.25
27.00;11;602.10
27.00;11;603.23
27.00;11;604.08
27.00;11;605.21
26.90;11;606.06
26.90;11;607.20
26.90;11;608.04
26.90;11;609.18
26.90;11;610.03
26.90;11;611.16
26.90;11;612.01
26.90;11;613.14
26.90;11;614.00
27.00;11;615.12
26.90;11;616.25
26.90;11;617.10
26.90;11;618.24
27.00;11;619.08
26.90;11;620.22
26.90;11;621.07
26.90;11;622.20
26.90;11;623.05
26.90;11;624.19
26.90;11;625.04
26.90;11;626.17
26.90;11;627.02
26.90;11;628.16
26.90;11;629.01
26.90;11;630.14
26.90;11;631.00
26.90;11;632.12
26.90;11;633.00
26.90;11;634.11
26.90;11;635.24
26.90;11;636.09
26.90;11;637.22
26.90;11;638.07
26.90;11;639.21
26.90;11;640.05
26.90;11;641.19
26.90;11;642.04
26.90;11;643.17
26.90;11;644.02
26.90;11;645.15
26.90;11;646.00
26.90;11;647.13
26.90;11;648.00
27.00;11;649.11
26.90;11;650.25
26.90;11;651.10
26.90;11;652.23
26.90;11;653.08
26.90;11;654.21
26.90;11;655.06
26.90;11;656.20
26.90;11;657.05
26.90;11;658.18
26.90;11;659.03
26.90;12;660.16
26.90;12;661.01
26.90;12;662.15
26.90;12;663.00
26.90;12;664.13
26.90;12;665.00
26.90;12;666.12
26.90;12;667.00
26.90;12;668.11
26.90;12;669.24
26.90;12;670.09
26.90;12;671.23
26.90;12;672.08
26.90;12;673.21
26.90;12;674.06
26.90;12;675.20
26.90;12;676.05
26.90;12;677.18
26.90;12;678.04
26.90;12;679.17
26.90;12;680.02
26.90;12;681.16
26.90;12;682.01
26.90;12;683.14
26.90;12;684.00
26.90;12;685.13
26.90;12;686.00
26.90;12;687.11
26.90;12;688.24
26.90;12;689.09
26.90;12;690.23
26.90;12;691.08
26.90;12;692.21
26.90;12;693.06
26.90;12;694.20
26.90;12;695.05
26.90;12;696.18
27.00;12;697.03
26.90;12;698.17
26.90;12;699.02
26.90;12;700.15
26.90;12;701.00
26.90;12;702.14
26.90;12;703.00
26.90;12;704.12
26.90;12;705.00
27.00;12;706.11
26.90;12;707.24
26.90;12;708.09
26.90;12;709.23
26.90;12;710.08
26.90;12;711.21
26.90;12;712.06
26.90;12;713.20
26.90;12;714.05
26.90;12;715.18
26.90;12;716.03
26.90;12;717.17
26.90;12;718.02
26.90;12;719.15
26.90;13;720.00
26.90;13;721.13
26.90;13;722.00
26.90;13;723.11
27.00;13;724.25
26.90;13;725.10
26.90;13;726.23
26.90;13;727.08
26.90;13;728.21
26.90;13;729.06
26.90;13;730.19
26.90;13;731.04
26.90;13;732.18
26.90;13;733.03
27.00;13;734.16
27.00;13;735.01
26.90;13;736.14
26.90;13;737.00
27.00;13;738.12
26.90;13;739.00
26.90;13;740.11
26.90;13;741.24
26.90;13;742.09
26.90;13;743.22
26.90;13;744.07
26.90;13;745.21
26.90;13;746.06
26.90;13;747.19
26.90;13;748.04
26.90;13;749.18
26.90;13;750.03
26.90;13;751.16
26.90;13;752.01
26.90;13;753.14
26.90;13;754.00
26.90;13;755.12
26.90;13;756.25
26.90;13;757.10
26.90;13;758.24
26.90;13;759.08
26.90;13;760.22
26.90;13;761.07
26.90;13;762.20
26.90;13;763.05
26.90;13;764.18
26.90;13;765.03
26.90;13;766.17
26.90;13;767.02
26.90;13;768.15
26.90;13;769.00
26.90;13;770.13
26.90;13;771.00
26.90;13;772.11
26.90;13;773.25
26.90;13;774.10
26.90;13;775.23
26.90;13;776.08
26.90;13;777.21
26.90;13;778.06
26.90;13;779.20
26.90;14;780.05
26.90;14;781.18
26.90;14;782.03
26.90;14;783.17
26.90;14;784.02
26.90;14;785.15
27.00;14;786.00
26.90;14;787.14
26.90;14;788.00
27.00;14;789.12
26.90;14;790.00
26.90;14;791.11
26.90;14;792.24
26.90;14;793.09
26.90;14;794.23
26.90;14;795.08
26.90;14;796.21
26.90;14;797.06
26.90;14;798.20
26.90;14;799.05
26.90;14;800.19
26.90;14;801.04
26.90;14;802.17
26.90;14;803.02
27.00;14;804.16
26.90;14;805.01
26.90;14;806.15
26.90;14;807.00
27.00;14;808.13
27.00;14;809.00
26.90;14;810.12
27.00;14;811.25
26.90;14;812.10
26.90;14;813.24
26.90;14;814.09
26.90;14;815.22
27.00;14;816.07
26.90;14;817.20
27.00;14;818.05
26.90;14;819.18
26.90;14;820.03
26.90;14;821.17
26.90;14;822.02
26.90;14;823.15
26.90;14;824.00
27.00;14;825.13
26.90;14;826.00
26.90;14;827.12
27.00;14;828.25
27.00;14;829.10
27.00;14;830.24
26.90;14;831.09
27.00;14;832.22
26.90;14;833.07
27.00;14;834.21
26.90;14;835.06
27.00;14;836.20
27.00;14;837.05
27.00;14;838.18
27.00;14;839.03
26.90;15;840.17
26.90;15;841.02
26.90;15;842.15
27.00;15;843.00
27.00;15;844.14
27.00;15;845.00
26.90;15;846.12
27.00;15;847.25
27.00;15;848.10
27.00;15;849.24
27.00;15;850.09
27.00;15;851.22
26.90;15;852.07
27.00;15;853.20
27.00;15;854.05
27.00;15;855.19
27.00;15;856.04
27.00;15;857.17
27.00;15;858.02
26.90;15;859.15
27.00;15;860.01
27.00;15;861.14
27.00;15;862.00
27.00;15;863.12
27.00;15;864.00
27.00;15;865.11
27.00;15;866.24
27.00;15;867.09
27.00;15;868.23
27.00;15;869.08
27.00;15;870.21
27.00;15;871.06
27.00;15;872.20
27.00;15;873.05
27.00;15;874.18
27.00;15;875.03
27.00;15;876.17
27.00;15;877.02
27.00;15;878.16
27.00;15;879.00
27.00;15;880.14
27.00;15;881.00
27.00;15;882.12
27.00;15;883.25
27.00;15;884.10
27.00;15;885.24
27.00;15;886.09
27.00;15;887.22
27.00;15;888.07
27.00;15;889.20
27.00;15;890.05
27.00;15;891.19
27.00;15;892.04
27.00;15;893.17
27.00;15;894.02
27.00;15;895.15
27.00;15;896.00
27.00;15;897.14
27.00;15;898.00
27.00;15;899.12
27.00;16;900.00
27.00;16;901.11
27.00;16;902.24
27.00;16;903.09
27.00;16;904.23
26.90;16;905.08
26.90;16;906.21
26.90;16;907.07
27.00;16;908.20
27.00;16;909.05
27.00;16;910.19
27.00;16;911.04
26.90;16;912.17
27.00;16;913.02
27.00;16;914.16
27.00;16;915.01
27.00;16;916.14
26.90;16;917.00
27.00;16;918.13
27.00;16;919.00
26.90;16;920.12
26.90;16;921.25
27.00;16;922.10
26.90;16;923.23
26.90;16;924.09
27.00;16;925.22
27.00;16;926.07
26.90;16;927.21
26.90;16;928.06
27.00;16;929.19
27.00;16;930.04
26.90;16;931.18
26.90;16;932.03
26.90;16;933.16
26.90;16;934.01
26.90;16;935.15
26.90;16;936.00
26.90;16;937.13
26.90;16;938.00
26.90;16;939.12
26.90;16;940.25
26.90;16;941.10
26.90;16;942.24
26.90;16;943.09
26.90;16;944.22
26.90;16;945.07
26.90;16;946.20
26.90;16;947.06
26.90;16;948.19
26.90;16;949.04
26.90;16;950.18
26.90;16;951.03
26.90;16;952.16
26.90;16;953.01
26.90;16;954.15
26.90;16;955.00
26.90;16;956.13
26.90;16;957.00
26.90;16;958.12
26.90;16;959.25
26.90;17;960.10
26.90;17;961.23
26.90;17;962.08
26.90;17;963.22
26.90;17;964.07
26.90;17;965.20
26.90;17;966.05
26.90;17;967.18
26.90;17;968.03
26.90;17;969.16
26.90;17;970.01
26.90;17;971.14
26.90;17;972.00
26.90;17;973.13
26.90;17;974.00
26.90;17;975.11
26.90;17;976.24
26.90;17;977.09
26.90;17;978.23
26.90;17;979.08
26.90;17;980.21
26.90;17;981.06
26.90;17;982.19
26.90;17;983.04
26.90;17;984.17
26.90;17;985.02
26.90;17;986.15
26.90;17;987.00
26.90;17;988.13
26.90;17;989.00
26.80;17;990.12
26.90;17;991.25
26.90;17;992.10
26.90;17;993.23
26.90;17;994.08
26.90;17;995.21
26.90;17;996.06
26.90;17;997.19
26.90;17;998.04
26.80;17;999.18
26.90;17;1000.03
26.90;17;1001.16
26.90;17;1002.01
26.80;17;1003.14
26.80;17;1004.00
26.80;17;1005.13
26.80;17;1006.00
26.80;17;1007.11
26.80;17;1008.24
26.90;17;1009.09
26.90;17;1010.23
26.80;17;1011.07
26.90;17;1012.21
26.90;17;1013.06
26.90;17;1014.19
26.90;17;1015.04
26.80;17;1016.17
26.90;17;1017.02
26.80;17;1018.15
26.90;17;1019.00
26.90;18;1020.14
26.80;18;1021.00
26.80;18;1022.12
26.80;18;1023.00
26.80;18;1024.10
26.90;18;1025.24
26.90;18;1026.09
26.80;18;1027.22
26.80;18;1028.08
26.80;18;1029.21
26.80;18;1030.06
26.80;18;1031.20
26.90;18;1032.05
26.80;18;1033.18
26.80;18;1034.03
26.80;18;1035.17
26.90;18;1036.02
26.80;18;1037.15
26.90;18;1038.00
26.80;18;1039.14
26.80;18;1040.00
26.80;18;1041.12
26.90;18;1042.00
26.90;18;1043.11
26.90;18;1044.24
26.80;18;1045.09
26.80;18;1046.23
26.80;18;1047.08
26.80;18;1048.21
26.80;18;1049.06
26.90;18;1050.20
26.80;18;1051.05
26.80;18;1052.18
26.90;18;1053.03
26.90;18;1054.17
26.80;18;1055.02
26.90;18;1056.15
26.90;18;1057.00
26.90;18;1058.14
26.90;18;1059.00
26.80;18;1060.12
26.80;18;1061.00
26.90;18;1062.11
26.80;18;1063.24
26.80;18;1064.09
26.90;18;1065.23
26.80;18;1066.08
26.80;18;1067.21
26.90;18;1068.06
26.90;18;1069.19
26.80;18;1070.04
26.90;18;1071.17
26.80;18;1072.02
26.90;18;1073.16
26.80;18;1074.01
26.80;18;1075.14
26.80;18;1076.00
26.80;18;1077.13
26.80;18;1078.00
26.90;18;1079.11
26.90;19;1080.25
26.80;19;1081.09
26.90;19;1082.23
26.80;19;1083.08
26.90;19;1084.21
26.90;19;1085.06
26.90;19;1086.19
26.90;19;1087.04
26.90;19;1088.18
26.90;19;1089.02
26.90;19;1090.16
26.90;19;1091.01
26.90;19;1092.14
26.90;19;1093.00
26.90;19;1094.12
26.90;19;1095.00
26.90;19;1096.10
26.90;19;1097.24
26.90;19;1098.09
26.90;19;1099.22
26.90;19;1100.07
26.90;19;1101.21
26.90;19;1102.06
26.90;19;1103.19
26.90;19;1104.04
26.90;19;1105.17
26.90;19;1106.02
26.90;19;1107.16
26.90;19;1108.01
26.90;19;1109.14
26.90;19;1110.00
26.90;19;1111.12
26.90;19;1112.25
26.90;19;1113.10
26.90;19;1114.24
26.90;19;1115.09
26.90;19;1116.22
26.90;19;1117.07
26.90;19;1118.21
26.90;19;1119.06
26.90;19;1120.19
26.90;19;1121.04
26.90;19;1122.17
26.90;19;1123.02
26.90;19;1124.16
26.90;19;1125.01
26.90;19;1126.14
26.90;19;1127.00
26.90;19;1128.13
26.90;19;1129.00
26.90;19;1130.11
26.90;19;1131.25
26.90;19;1132.10
26.90;19;1133.23
26.90;19;1134.08
26.90;19;1135.22
26.90;19;1136.07
26.90;19;1137.20
26.90;19;1138.05
26.90;19;1139.18
26.90;20;1140.03
26.90;20;1141.16
26.90;20;1142.01
26.90;20;1143.14
26.90;20;1144.00
26.90;20;1145.13
26.90;20;1146.00
26.90;20;1147.11
26.90;20;1148.24
26.90;20;1149.09
26.90;20;1150.22
26.90;20;1151.07
26.90;20;1152.21
26.90;20;1153.06
26.90;20;1154.19
26.90;20;1155.04
26.90;20;1156.17
26.90;20;1157.02
26.90;20;1158.15
26.90;20;1159.00
26.90;20;1160.13
26.90;20;1161.00
26.90;20;1162.12
26.90;20;1163.25
26.90;20;1164.10
26.90;20;1165.24
26.90;20;1166.09
26.90;20;1167.22
26.90;20;1168.07
26.90;20;1169.20
26.90;20;1170.05
26.90;20;1171.18
26.90;20;1172.03
26.90;20;1173.16
26.90;20;1174.01
26.90;20;1175.15
26.90;20;1176.00
26.90;20;1177.13
26.90;20;1178.00
26.90;20;1179.11
26.90;20;1180.25
26.90;20;1181.10
26.90;20;1182.23
26.90;20;1183.08
26.90;20;1184.21
26.90;20;1185.06
26.90;20;1186.19
26.90;20;1187.04
26.90;20;1188.18
26.90;20;1189.03
26.90;20;1190.16
26.90;20;1191.01
