temp;pwm;time(s)
25.40;70;0.00
25.40;70;1.00
25.40;70;2.00
25.40;70;3.00
25.40;70;4.00
25.40;70;5.00
25.40;70;6.00
25.40;70;7.00
25.40;70;8.00
25.40;70;9.00
25.40;70;10.00
25.40;70;11.00
25.40;70;12.00
25.40;70;13.00
25.40;70;14.00
25.40;70;15.00
25.40;70;16.00
25.40;70;17.00
25.40;70;18.00
25.30;70;19.00
25.30;70;20.00
25.30;70;21.00
25.30;70;22.00
25.20;70;23.00
25.20;70;24.00
25.20;70;25.00
25.20;70;26.00
25.20;70;27.00
25.20;70;28.00
25.10;70;29.00
25.10;70;30.00
25.10;70;31.00
25.10;70;32.00
25.00;70;33.00
25.00;70;34.00
24.90;70;35.00
24.90;70;36.00
24.80;70;37.00
24.80;70;38.00
24.80;70;39.00
24.80;70;40.00
24.70;70;41.00
24.70;70;42.00
24.60;70;43.00
24.60;70;44.00
24.50;70;45.00
24.50;70;46.00
24.50;70;47.00
24.50;70;48.00
24.50;70;49.00
24.50;70;50.00
24.30;70;51.00
24.30;70;52.00
24.30;70;53.00
24.30;70;54.00
24.20;70;55.00
24.20;70;56.00
24.10;70;57.00
24.10;70;58.00
24.10;70;59.00
24.10;70;60.00
24.00;70;61.00
24.00;70;62.00
24.00;70;63.00
24.00;70;64.00
23.90;70;65.00
23.90;70;66.00
23.90;70;67.00
23.90;70;68.00
23.80;70;69.00
23.80;70;70.00
23.80;70;71.00
23.80;70;72.00
23.80;70;73.00
23.80;70;74.00
23.70;70;75.00
23.70;70;76.00
23.70;70;77.00
23.70;70;78.00
23.60;70;79.00
23.60;70;80.00
23.60;70;81.00
23.60;70;82.00
23.60;70;83.00
23.60;70;84.00
23.50;70;85.00
23.50;70;86.00
23.50;70;87.00
23.50;70;88.00
23.50;70;89.00
23.50;70;90.00
23.40;70;91.00
23.40;70;92.00
23.40;70;93.00
23.40;70;94.00
23.40;70;95.00
23.40;70;96.00
23.40;70;97.00
23.40;70;98.00
23.40;70;99.00
23.40;70;100.00
23.30;70;101.00
23.30;70;102.00
23.30;70;103.00
23.30;70;104.00
23.20;70;105.00
23.20;70;106.00
23.20;70;107.00
23.20;70;108.00
23.30;70;109.00
23.30;70;110.00
23.20;70;111.00
23.20;70;112.00
23.20;70;113.00
23.20;70;114.00
23.20;70;115.00
23.20;70;116.00
23.20;70;117.00
23.20;70;118.00
23.20;70;119.00
23.20;70;120.00
23.10;70;121.00
23.10;70;122.00
23.20;70;123.00
23.20;70;124.00
23.10;70;125.00
23.10;70;126.00
23.20;70;127.00
23.20;70;128.00
23.20;70;129.00
23.20;70;130.00
23.10;70;131.00
23.10;70;132.00
23.10;70;133.00
23.10;70;134.00
23.10;70;135.00
23.10;70;136.00
23.10;70;137.00
23.10;70;138.00
23.10;70;139.00
23.10;70;140.00
23.10;70;141.00
23.10;70;142.00
23.10;70;143.00
23.10;70;144.00
23.10;70;145.00
23.10;70;146.00
23.10;70;147.00
23.10;70;148.00
23.10;70;149.00
23.10;70;150.00
23.10;70;151.00
23.10;70;152.00
23.10;70;153.00
23.10;70;154.00
23.10;70;155.00
23.10;70;156.00
23.10;70;157.00
23.10;70;158.00
23.10;70;159.00
23.10;70;160.00
23.10;70;161.00
23.10;70;162.00
23.10;70;163.00
23.10;70;164.00
23.10;70;165.00
23.10;70;166.00
23.10;70;167.00
23.10;70;168.00
23.10;70;169.00
23.10;70;170.00
23.10;70;171.00
23.10;70;172.00
23.10;70;173.00
23.10;70;174.00
23.10;70;175.00
23.10;70;176.00
23.10;70;177.00
23.10;70;178.00
23.10;70;179.00
23.10;70;180.00
23.10;70;181.00
23.10;70;182.00
23.10;70;183.00
23.10;70;184.00
23.10;70;185.00
23.10;70;186.00
23.10;70;187.00
23.10;70;188.00
23.10;70;189.00
23.10;70;190.00
23.20;70;191.00
23.20;70;192.00
23.10;70;193.00
23.10;70;194.00
23.10;70;195.00
23.10;70;196.00
23.10;70;197.00
23.10;70;198.00
23.10;70;199.00
23.10;70;200.00
23.10;70;201.00
23.10;70;202.00
23.10;70;203.00
23.10;70;204.00
23.10;70;205.00
23.10;70;206.00
23.10;70;207.00
23.10;70;208.00
23.20;70;209.00
23.20;70;210.00
23.10;70;211.00
23.10;70;212.00
23.20;70;213.00
23.20;70;214.00
23.20;70;215.00
23.20;70;216.00
23.20;70;217.00
23.20;70;218.00
23.20;70;219.00
23.20;70;220.00
23.20;70;221.00
23.20;70;222.00
23.20;70;223.00
23.20;70;224.00
23.20;70;225.00
23.20;70;226.00
23.20;70;227.00
23.20;70;228.00
23.20;70;229.00
23.20;70;230.00
23.20;70;231.00
23.20;70;232.00
23.20;70;233.00
23.20;70;234.00
23.20;70;235.00
23.20;70;236.00
23.20;70;237.00
23.20;70;238.00
23.20;70;239.00
23.20;70;240.00
23.20;70;241.00
23.20;70;242.00
23.20;70;243.00
23.20;70;244.00
23.20;70;245.00
23.20;70;246.00
23.20;70;247.00
23.20;70;248.00
23.20;70;249.00
23.20;70;250.00
23.20;70;251.00
23.20;70;252.00
23.20;70;253.00
23.20;70;254.00
23.20;70;255.00
23.20;70;256.00
23.20;70;257.00
23.20;70;258.00
23.20;70;259.00
23.20;70;260.00
23.20;70;261.00
23.20;70;262.00
23.20;70;263.00
23.20;70;264.00
23.20;70;265.00
23.20;70;266.00
23.20;70;267.00
23.20;70;268.00
23.20;70;269.00
23.30;70;270.00
23.30;70;271.00
23.30;70;272.00
23.30;70;273.00
23.20;70;274.00
23.20;70;275.00
23.30;70;276.00
23.30;70;277.00
23.20;70;278.00
23.20;70;279.00
23.20;70;280.00
23.20;70;281.00
23.30;70;282.00
23.30;70;283.00
23.20;70;284.00
23.20;70;285.00
23.20;70;286.00
23.20;70;287.00
23.20;70;288.00
23.20;70;289.00
23.20;70;290.00
23.20;70;291.00
23.20;70;292.00
23.20;70;293.00
23.20;70;294.00
23.20;70;295.00
23.30;70;296.00
23.30;70;297.00
23.30;70;298.00
23.30;70;299.00
23.30;70;300.00
23.30;70;301.00
23.30;70;302.00
23.30;70;303.00
23.20;70;304.00
23.20;70;305.00
23.30;70;306.00
23.30;70;307.00
23.20;70;308.00
23.20;70;309.00
23.30;70;310.00
23.30;70;311.00
23.30;70;312.00
23.30;70;313.00
23.30;70;314.00
23.30;70;315.00
23.30;70;316.00
23.30;70;317.00
23.30;70;318.00
23.30;70;319.00
23.30;70;320.00
23.30;70;321.00
23.30;70;322.00
23.30;70;323.00
23.30;70;324.00
23.30;70;325.00
23.30;70;326.00
23.30;70;327.00
23.30;70;328.00
23.30;70;329.00
23.30;70;330.00
23.30;70;331.00
23.30;70;332.00
23.30;70;333.00
23.30;70;334.00
23.30;70;335.00
23.30;70;336.00
23.30;70;337.00
23.30;70;338.00
23.30;70;339.00
23.30;70;340.00
23.30;70;341.00
23.30;70;342.00
23.30;70;343.00
23.30;70;344.00
23.30;70;345.00
23.30;70;346.00
23.30;70;347.00
23.30;70;348.00
23.30;70;349.00
23.30;70;350.00
23.30;70;351.00
23.40;70;352.00
23.40;70;353.00
23.30;70;354.00
23.30;70;355.00
23.30;70;356.00
23.30;70;357.00
23.30;70;358.00
23.30;70;359.00
23.30;70;360.00
23.30;70;361.00
23.40;70;362.00
23.40;70;363.00
23.30;70;364.00
23.30;70;365.00
23.30;70;366.00
23.30;70;367.00
23.40;70;368.00
23.40;70;369.00
23.30;70;370.00
23.30;70;371.00
23.40;70;372.00
23.40;70;373.00
23.40;70;374.00
23.40;70;375.00
23.30;70;376.00
23.30;70;377.00
23.40;70;378.00
23.40;70;379.00
23.40;70;380.00
23.40;70;381.00
23.40;70;382.00
23.40;70;383.00
23.30;70;384.00
23.30;70;385.00
23.40;70;386.00
23.40;70;387.00
23.40;70;388.00
23.40;70;389.00
23.40;70;390.00
23.40;70;391.00
23.40;70;392.00
23.40;70;393.00
23.30;70;394.00
23.30;70;395.00
23.40;70;396.00
23.40;70;397.00
23.40;70;398.00
23.40;70;399.00
23.40;70;400.00
23.40;70;401.00
23.40;70;402.00
23.40;70;403.00
23.40;70;404.00
23.40;70;405.00
23.40;70;406.00
23.40;70;407.00
23.40;70;408.00
23.40;70;409.00
23.40;70;410.00
23.40;70;411.00
23.40;70;412.00
23.40;70;413.00
23.40;70;414.00
23.40;70;415.00
23.40;70;416.00
23.40;70;417.00
23.40;70;418.00
23.40;70;419.00
23.40;70;420.00
23.40;70;421.00
23.40;70;422.00
23.40;70;423.00
23.40;70;424.00
23.40;70;425.00
23.40;70;426.00
23.40;70;427.00
23.40;70;428.00
23.40;70;429.00
23.40;70;430.00
23.40;70;431.00
23.40;70;432.00
23.40;70;433.00
23.40;70;434.00
23.40;70;435.00
23.40;70;436.00
23.40;70;437.00
23.40;70;438.00
23.40;70;439.00
23.40;70;440.00
23.40;70;441.00
23.40;70;442.00
23.40;70;443.00
23.40;70;444.00
23.40;70;445.00
23.40;70;446.00
23.40;70;447.00
23.40;70;448.00
23.40;70;449.00
23.40;70;450.00
23.40;70;451.00
23.40;70;452.00
23.40;70;453.00
23.40;70;454.00
23.40;70;455.00
23.40;70;456.00
23.40;70;457.00
23.40;70;458.00
23.40;70;459.00
23.40;70;460.00
23.40;70;461.00
23.40;70;462.00
23.40;70;463.00
23.40;70;464.00
23.40;70;465.00
23.40;70;466.00
23.40;70;467.00
23.40;70;468.00
23.40;70;469.00
23.40;70;470.00
23.40;70;471.00
23.40;70;472.00
23.40;70;473.00
23.40;70;474.00
23.40;70;475.00
23.40;70;476.00
23.40;70;477.00
23.40;70;478.00
23.40;70;479.00
23.40;70;480.00
23.40;70;481.00
23.40;70;482.00
23.40;70;483.00
23.40;70;484.00
23.40;70;485.00
23.40;70;486.00
23.40;70;487.00
23.40;70;488.00
23.40;70;489.00
23.40;70;490.00
23.40;70;491.00
23.40;70;492.00
23.40;70;493.00
23.40;70;494.00
23.40;70;495.00
23.40;70;496.00
23.40;70;497.00
23.40;70;498.00
23.40;70;499.00
23.40;70;500.00
23.40;70;501.00
23.40;70;502.00
23.40;70;503.00
23.40;70;504.00
23.40;70;505.00
23.40;70;506.00
23.40;70;507.00
23.40;70;508.00
23.40;70;509.00
23.40;70;510.00
23.40;70;511.00
23.40;70;512.00
23.40;70;513.00
