temp;pwm;time(s)
28.10;70;0.00
28.10;70;0.01
28.10;70;0.01
28.10;70;0.01
28.10;70;0.01
28.10;70;0.01
28.10;70;0.03
28.10;70;0.05
28.10;70;0.06
28.10;70;0.08
28.10;70;0.09
28.10;70;0.11
28.10;70;0.12
28.10;70;0.14
28.10;70;0.15
28.10;70;0.17
28.10;70;0.19
28.10;70;0.20
28.10;70;0.22
28.10;70;0.23
28.10;70;0.25
28.10;70;0.26
28.10;70;0.28
28.10;70;0.30
28.10;70;0.31
28.10;70;0.33
28.10;70;0.34
28.10;70;0.36
28.10;70;0.37
28.10;70;0.39
28.10;70;0.40
28.10;70;0.42
28.10;70;0.44
28.10;70;0.45
28.10;70;0.47
28.10;70;0.48
28.10;70;0.50
28.10;70;0.51
28.10;70;0.53
28.10;70;0.54
28.10;70;0.56
28.10;70;0.58
28.10;70;0.59
28.10;70;0.61
28.10;70;0.62
28.10;70;0.64
28.10;70;0.65
28.10;70;0.67
28.10;70;0.69
28.10;70;0.70
28.10;70;0.72
28.10;70;0.73
28.10;70;0.75
28.10;70;0.76
28.10;70;0.78
28.10;70;0.79
28.10;70;0.81
28.10;70;0.83
28.10;70;0.84
28.10;70;0.86
28.10;70;0.87
28.10;70;0.89
28.10;70;0.90
28.10;70;0.92
28.10;70;0.94
28.10;70;0.95
28.10;70;0.97
28.10;70;0.98
28.10;70;1.00
28.10;70;1.01
28.10;70;1.03
28.10;70;1.04
28.10;70;1.06
28.10;70;1.08
28.10;70;1.09
28.10;70;1.11
28.10;70;1.12
28.10;70;1.14
28.10;70;1.15
28.10;70;1.17
28.10;70;1.18
28.10;70;1.20
28.10;70;1.22
28.10;70;1.23
28.10;70;1.25
28.10;70;1.26
28.10;70;1.28
28.10;70;1.29
28.10;70;1.31
28.10;70;1.33
28.10;70;1.34
28.10;70;1.36
28.10;70;1.37
28.10;70;1.39
28.10;70;1.40
28.10;70;1.42
28.10;70;1.43
28.10;70;1.45
28.10;70;1.47
28.10;70;1.48
28.10;70;1.50
28.10;70;1.51
28.10;70;1.53
28.10;70;1.54
28.10;70;1.56
28.10;70;1.58
28.10;70;1.59
28.10;70;1.61
28.10;70;1.62
28.10;70;1.64
28.10;70;1.65
28.10;70;1.67
28.10;70;1.68
28.10;70;1.70
28.10;70;1.72
28.10;70;1.73
28.10;70;1.75
28.10;70;1.76
28.10;70;1.78
28.10;70;1.79
28.10;70;1.81
28.10;70;1.82
28.10;70;1.84
28.10;70;1.86
28.10;70;1.87
28.10;70;1.89
28.10;70;1.90
28.10;70;1.92
28.10;70;1.93
28.10;70;1.95
28.10;70;1.96
28.10;70;1.98
28.10;70;2.00
28.00;70;2.01
28.00;70;2.02
28.00;70;2.04
28.00;70;2.06
28.00;70;2.07
28.00;70;2.09
28.00;70;2.10
28.00;70;2.12
28.00;70;2.14
28.00;70;2.15
28.00;70;2.17
28.00;70;2.18
28.00;70;2.20
28.00;70;2.21
28.00;70;2.23
28.00;70;2.24
28.00;70;2.26
28.00;70;2.27
28.00;70;2.29
28.00;70;2.31
28.00;70;2.32
28.00;70;2.34
28.00;70;2.35
28.00;70;2.37
28.00;70;2.39
28.00;70;2.40
28.00;70;2.42
28.00;70;2.43
28.00;70;2.45
28.00;70;2.46
28.00;70;2.48
28.00;70;2.49
28.00;70;2.51
28.00;70;2.52
28.00;70;2.54
28.00;70;2.56
28.00;70;2.57
28.00;70;2.59
28.00;70;2.60
28.00;70;2.62
28.00;70;2.63
28.00;70;2.65
28.00;70;2.67
28.00;70;2.68
28.00;70;2.70
28.00;70;2.71
28.00;70;2.73
28.00;70;2.74
28.00;70;2.76
28.00;70;2.77
28.00;70;2.79
28.00;70;2.81
28.00;70;2.82
28.00;70;2.84
28.00;70;2.85
28.00;70;2.87
28.00;70;2.88
28.00;70;2.90
28.00;70;2.92
28.00;70;2.93
28.00;70;2.95
28.00;70;2.96
28.00;70;2.98
28.00;70;2.99
28.00;70;3.01
28.00;70;3.02
28.00;70;3.04
28.00;70;3.06
