temp;pwm;time(s)
32.00;70;0.00
32.00;70;0.01
32.00;70;0.01
32.00;70;0.01
32.00;70;0.01
32.00;70;0.02
32.00;70;0.03
32.00;70;0.05
32.00;70;0.06
32.00;70;0.08
32.00;70;0.09
32.00;70;0.11
32.00;70;0.12
32.00;70;0.14
32.00;70;0.15
32.00;70;0.17
32.00;70;0.19
32.00;70;0.20
32.00;70;0.22
32.00;70;0.23
32.00;70;0.25
32.00;70;0.27
32.00;70;0.28
32.00;70;0.30
32.00;70;0.31
32.00;70;0.33
32.00;70;0.34
32.00;70;0.36
32.00;70;0.37
32.00;70;0.39
32.00;70;0.40
32.00;70;0.42
32.00;70;0.44
32.00;70;0.45
32.00;70;0.47
32.00;70;0.48
32.00;70;0.50
32.00;70;0.51
32.00;70;0.53
32.00;70;0.55
32.00;70;0.56
32.00;70;0.58
32.00;70;0.59
32.00;70;0.61
32.00;70;0.62
32.00;70;0.64
32.00;70;0.65
32.00;70;0.67
32.00;70;0.68
32.00;70;0.70
32.00;70;0.72
32.00;70;0.73
32.00;70;0.75
32.00;70;0.76
32.00;70;0.78
32.00;70;0.80
32.00;70;0.81
32.00;70;0.83
32.00;70;0.84
32.00;70;0.86
32.00;70;0.87
32.00;70;0.89
32.00;70;0.90
32.00;70;0.92
32.00;70;0.93
32.00;70;0.95
32.00;70;0.97
32.00;70;0.98
32.00;70;1.00
32.00;70;1.01
32.00;70;1.03
32.00;70;1.04
32.00;70;1.06
32.00;70;1.08
32.00;70;1.09
32.00;70;1.11
32.00;70;1.12
32.00;70;1.14
32.00;70;1.15
32.00;70;1.17
32.00;70;1.18
32.00;70;1.20
32.00;70;1.22
32.00;70;1.23
32.00;70;1.25
32.00;70;1.26
32.00;70;1.28
32.00;70;1.29
32.00;70;1.31
32.00;70;1.33
32.00;70;1.34
32.00;70;1.36
32.00;70;1.37
32.00;70;1.39
32.00;70;1.40
32.00;70;1.42
32.00;70;1.43
32.00;70;1.45
32.00;70;1.47
32.00;70;1.48
32.00;70;1.50
32.00;70;1.51
32.00;70;1.53
32.00;70;1.54
32.00;70;1.56
32.00;70;1.57
32.00;70;1.59
32.00;70;1.61
32.00;70;1.62
32.00;70;1.64
32.00;70;1.65
32.00;70;1.67
32.00;70;1.68
32.00;70;1.70
32.00;70;1.71
32.00;70;1.73
32.00;70;1.75
32.00;70;1.76
32.00;70;1.78
32.00;70;1.79
