temp;pwm;time(s)
25.40;50;0.00
25.40;50;0.00
25.40;50;0.00
25.40;50;0.01
25.40;50;0.01
25.40;50;0.01
25.40;50;0.03
25.40;50;0.04
25.40;50;0.06
25.40;50;0.08
25.40;50;0.09
25.40;50;0.11
25.40;50;0.12
25.40;50;0.14
25.40;50;0.15
25.40;50;0.17
25.40;50;0.19
25.40;50;0.20
25.40;50;0.22
25.40;50;0.23
25.40;50;0.25
25.40;50;0.26
25.40;50;0.28
25.40;50;0.29
25.40;50;0.31
25.40;50;0.33
25.40;50;0.34
25.40;50;0.36
25.40;50;0.37
25.40;50;0.39
25.40;50;0.40
25.40;50;0.42
25.40;50;0.44
25.40;50;0.45
25.40;50;0.47
25.40;50;0.48
25.40;50;0.50
25.40;50;0.51
25.40;50;0.53
25.40;50;0.54
25.40;50;0.56
25.40;50;0.57
25.40;50;0.59
25.40;50;0.61
25.40;50;0.62
25.40;50;0.64
25.40;50;0.65
25.40;50;0.67
25.40;50;0.69
25.40;50;0.70
25.40;50;0.72
25.40;50;0.73
25.40;50;0.75
25.40;50;0.76
25.40;50;0.78
25.40;50;0.79
25.40;50;0.81
25.40;50;0.82
25.40;50;0.84
25.40;50;0.86
25.40;50;0.87
25.40;50;0.89
25.40;50;0.90
25.40;50;0.92
25.40;50;0.93
25.40;50;0.95
25.40;50;0.97
25.40;50;0.98
25.40;50;1.00
25.40;50;1.01
25.40;50;1.03
25.40;50;1.04
25.40;50;1.06
25.40;50;1.07
25.40;50;1.09
25.40;50;1.11
25.40;50;1.12
25.40;50;1.14
25.40;50;1.15
25.40;50;1.17
25.40;50;1.18
25.40;50;1.20
25.40;50;1.22
25.40;50;1.23
25.40;50;1.25
25.40;50;1.26
25.40;50;1.28
25.40;50;1.29
25.40;50;1.31
25.40;50;1.32
25.40;50;1.34
25.40;50;1.36
25.40;50;1.37
25.40;50;1.39
25.40;50;1.40
25.40;50;1.42
25.40;50;1.43
25.40;50;1.45
25.40;50;1.46
25.40;50;1.48
25.40;50;1.50
25.40;50;1.51
25.40;50;1.53
25.40;50;1.54
25.40;50;1.56
25.40;50;1.57
25.40;50;1.59
25.40;50;1.61
25.40;50;1.62
25.40;50;1.64
25.40;50;1.65
25.40;50;1.67
25.40;50;1.68
25.40;50;1.70
25.40;50;1.71
25.40;50;1.73
25.40;50;1.75
25.40;50;1.76
25.40;50;1.78
25.40;50;1.79
25.40;50;1.81
25.40;50;1.82
25.40;50;1.84
25.40;50;1.85
25.40;50;1.87
25.40;50;1.89
25.40;50;1.90
25.40;50;1.92
25.40;50;1.93
25.40;50;1.95
25.40;50;1.96
25.40;50;1.98
25.40;50;2.00
26.60;50;2.01
26.60;50;2.03
26.60;50;2.04
26.60;50;2.06
26.60;50;2.07
26.60;50;2.09
26.60;50;2.10
26.60;50;2.12
26.60;50;2.14
26.60;50;2.15
26.60;50;2.17
26.60;50;2.18
26.60;50;2.20
26.60;50;2.21
26.60;50;2.23
26.60;50;2.24
26.60;50;2.26
26.60;50;2.28
26.60;50;2.29
26.60;50;2.31
26.60;50;2.32
26.60;50;2.34
26.60;50;2.35
26.60;50;2.37
26.60;50;2.39
26.60;50;2.40
26.60;50;2.42
26.60;50;2.43
26.60;50;2.45
26.60;50;2.46
26.60;50;2.48
26.60;50;2.49
26.60;50;2.51
26.60;50;2.53
26.60;50;2.54
26.60;50;2.56
26.60;50;2.57
26.60;50;2.59
26.60;50;2.60
26.60;50;2.62
26.60;50;2.63
26.60;50;2.65
26.60;50;2.67
26.60;50;2.68
26.60;50;2.70
26.60;50;2.71
26.60;50;2.73
26.60;50;2.74
26.60;50;2.76
26.60;50;2.77
26.60;50;2.79
26.60;50;2.81
26.60;50;2.82
26.60;50;2.84
26.60;50;2.85
26.60;50;2.87
26.60;50;2.88
26.60;50;2.90
26.60;50;2.92
26.60;50;2.93
26.60;50;2.95
26.60;50;2.96
26.60;50;2.98
26.60;50;2.99
26.60;50;3.01
26.60;50;3.02
26.60;50;3.04
26.60;50;3.06
26.60;50;3.07
26.60;50;3.09
26.60;50;3.10
26.60;50;3.12
26.60;50;3.13
26.60;50;3.15
26.60;50;3.16
26.60;50;3.18
26.60;50;3.20
26.60;50;3.21
26.60;50;3.23
26.60;50;3.24
26.60;50;3.26
26.60;50;3.27
26.60;50;3.29
26.60;50;3.30
26.60;50;3.32
26.60;50;3.34
26.60;50;3.35
26.60;50;3.37
26.60;50;3.38
26.60;50;3.40
26.60;50;3.41
26.60;50;3.43
26.60;50;3.45
26.60;50;3.46
26.60;50;3.48
26.60;50;3.49
26.60;50;3.51
26.60;50;3.52
26.60;50;3.54
26.60;50;3.55
26.60;50;3.57
26.60;50;3.59
26.60;50;3.60
26.60;50;3.62
26.60;50;3.63
26.60;50;3.65
26.60;50;3.66
26.60;50;3.68
26.60;50;3.70
26.60;50;3.71
26.60;50;3.73
26.60;50;3.74
26.60;50;3.76
26.60;50;3.77
26.60;50;3.79
26.60;50;3.80
26.60;50;3.82
26.60;50;3.84
26.60;50;3.85
26.60;50;3.87
26.60;50;3.88
26.60;50;3.90
26.60;50;3.91
26.60;50;3.93
26.60;50;3.94
26.60;50;3.96
26.60;50;3.98
26.60;50;3.99
26.60;50;4.01
26.60;50;4.02
26.60;50;4.04
26.60;50;4.05
26.60;50;4.07
26.60;50;4.08
26.60;50;4.10
26.60;50;4.12
26.60;50;4.13
26.60;50;4.15
26.60;50;4.16
26.60;50;4.18
26.60;50;4.19
26.60;50;4.21
26.60;50;4.22
26.60;50;4.24
26.60;50;4.26
26.60;50;4.27
26.60;50;4.29
26.60;50;4.30
26.60;50;4.32
26.60;50;4.33
26.60;50;4.35
26.60;50;4.37
26.60;50;4.38
26.60;50;4.40
26.60;50;4.41
26.60;50;4.43
26.60;50;4.44
26.60;50;4.46
26.60;50;4.47
26.60;50;4.49
26.60;50;4.51
26.60;50;4.52
26.60;50;4.54
26.60;50;4.55
26.60;50;4.57
26.60;50;4.58
26.60;50;4.60
26.60;50;4.61
26.60;50;4.63
26.60;50;4.65
26.60;50;4.66
26.60;50;4.68
26.60;50;4.69
26.60;50;4.71
26.60;50;4.72
26.60;50;4.74
26.60;50;4.75
26.60;50;4.77
26.60;50;4.79
26.60;50;4.80
26.60;50;4.82
26.60;50;4.83
26.60;50;4.85
26.60;50;4.86
26.60;50;4.88
26.60;50;4.90
26.60;50;4.91
26.60;50;4.93
26.60;50;4.94
26.60;50;4.96
26.60;50;4.97
26.60;50;4.99
26.60;50;5.00
26.60;50;5.02
26.60;50;5.04
26.60;50;5.05
26.60;50;5.07
26.60;50;5.08
26.60;50;5.10
26.60;50;5.11
26.60;50;5.13
26.60;50;5.15
26.60;50;5.16
26.60;50;5.18
26.60;50;5.19
26.60;50;5.21
26.60;50;5.22
26.60;50;5.24
26.60;50;5.25
26.60;50;5.27
26.60;50;5.29
26.60;50;5.30
26.60;50;5.32
26.60;50;5.33
26.60;50;5.35
26.60;50;5.36
26.60;50;5.38
26.60;50;5.39
26.60;50;5.41
26.60;50;5.43
26.60;50;5.44
26.60;50;5.46
26.60;50;5.47
26.60;50;5.49
26.60;50;5.50
26.60;50;5.52
26.60;50;5.54
26.60;50;5.55
26.60;50;5.57
26.60;50;5.58
26.60;50;5.60
26.60;50;5.61
26.60;50;5.63
26.60;50;5.64
26.60;50;5.66
26.60;50;5.68
26.60;50;5.69
26.60;50;5.71
26.60;50;5.72
26.60;50;5.74
26.60;50;5.75
26.60;50;5.77
26.60;50;5.79
26.60;50;5.80
26.60;50;5.82
26.60;50;5.83
26.60;50;5.85
26.60;50;5.86
26.60;50;5.88
26.60;50;5.89
26.60;50;5.91
26.60;50;5.93
